Recipe_id,Ingrediente,Cantidad,Unidad,Indice,Grams,Total_Grams,Num_comensales,Category
60825,canela,1.0,pizca,851,1.0,1.0,1.0,Otros
60825,azúcar,1.0,pizca,936,1.0,1.0,1.0,Otros
60742,cebolla,0.5,unidad,610,100.0,50.0,1.0,Verduras
60742,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
60742,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
60742,pimiento rojo,0.25,unidad,651,150.0,37.5,1.0,Verduras
60742,arroz integral,80.0,gramos,430,1.0,80.0,1.0,Arroz
60742,champiñón,150.0,gramos,614,1.0,150.0,1.0,Verduras
60742,tomate frito,4.0,cucharadas soperas,929,17.0,68.0,1.0,Otros
60742,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
60742,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
60742,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
60733,arroz,400.0,gramos,428,1.0,400.0,1.0,Arroz
60733,mantequilla,100.0,gramos,419,1.0,100.0,1.0,Grasas y Aceites
60733,almendra,100.0,gramos,530,1.0,100.0,1.0,Legumbres
60733,dátil,80.0,gramos,687,1.0,80.0,1.0,Frutas
60733,azafrán,0.25,cucharadita,848,7.0,1.75,1.0,Otros
60733,sal,2.5,cucharaditas,908,7.0,17.5,1.0,Otros
60733,pimienta negra,0.25,cucharadita,902,7.0,1.75,1.0,Otros
60638,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
60638,agua,4.0,mililitros,766,1.0,4.0,1.0,Bebidas
60638,vinagre,100.0,mililitros,934,1.0,100.0,1.0,Otros
60638,sal,2.0,cucharadas de postre,908,5.0,10.0,1.0,Otros
60638,azúcar,2.0,cucharadas de postre,936,5.0,10.0,1.0,Otros
60638,huevo,2.0,unidad,150,65.0,130.0,1.0, Huevos
60638,cangrejo,50.0,gramos,318,1.0,50.0,1.0,Pescado
60638,queso,4.0,cucharadas soperas,77,17.0,68.0,1.0,Lácteos
60638,anchoas,100.0,gramos,275,1.0,100.0,1.0,Pescado
60655,agua,2.0,mililitros,766,1.0,2.0,1.0,Bebidas
60655,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
60655,aceite de coco,1.0,cucharada,401,10.0,10.0,1.0,Grasas y Aceites
60402,arroz,200.0,gramos,428,1.0,200.0,1.0,Arroz
60402,agua,350.0,mililitros,766,1.0,350.0,1.0,Bebidas
60402,sal,0.5,cucharadita,908,7.0,3.5,1.0,Otros
60402,aceite,2.0,cucharadas soperas,409,17.0,34.0,1.0,Grasas y Aceites
60124,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
60124,agua,2.0,mililitros,766,1.0,2.0,1.0,Bebidas
60124,cebolla,0.25,unidad,610,100.0,25.0,1.0,Verduras
60124,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
60124,tomate,6.0,unidad,667,150.0,900.0,1.0,Verduras
60124,pimienta,6.0,None,901,1.67918,2.15641,1.0,Otros
60124,pollo,1.0,cucharada sopera,242,17.0,17.0,1.0,Pollo
60124,aceite,4.0,cucharadas soperas,409,17.0,68.0,1.0,Grasas y Aceites
60051,arroz,3.0,vasos,428,250.0,750.0,1.0,Arroz
60051,zanahoria,4.0,unidad,672,100.0,400.0,1.0,Verduras
60051,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
60051,pollo,400.0,gramos,242,1.0,400.0,1.0,Pollo
60051,curry,2.0,cucharadas soperas,863,17.0,34.0,1.0,Otros
60051,pasa,2.0,puñados,727,100.0,200.0,1.0,Frutas
60051,agua,6.0,vasos,766,250.0,1500.0,1.0,Bebidas
60051,sal,,None,908,6.95504,9.4185,1.0,Otros
60051,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
60051,guisante,1.0,lata,555,330.0,330.0,1.0,Legumbres
60010,cerdo,100.0,gramos,175,1.0,100.0,1.0,Carne
60010,pollo,100.0,gramos,242,1.0,100.0,1.0,Pollo
60010,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
60010,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
60010,zanahoria,3.0,unidad,672,100.0,300.0,1.0,Verduras
60010,guisante,1.0,lata,555,330.0,330.0,1.0,Legumbres
60010,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
60010,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
60010,agua,4.0,mililitros,766,1.0,4.0,1.0,Bebidas
59921,arroz,100.0,gramos,428,1.0,100.0,1.0,Arroz
59921,pollo,0.5,pechuga,242,400.0,200.0,1.0,Pollo
59921,champiñón,100.0,gramos,614,1.0,100.0,1.0,Verduras
59921,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
59921,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59921,vino,1.0,taza,825,150.0,150.0,1.0,Bebidas
59921,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59921,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
59770,arroz,160.0,gramos,428,1.0,160.0,1.0,Arroz
59770,pimiento rojo,0.5,unidad,651,150.0,75.0,1.0,Verduras
59770,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59770,pollo,1.0,pechuga,242,400.0,400.0,1.0,Pollo
59770,huevo,1.0,unidad,150,65.0,65.0,1.0, Huevos
59770,salsa de soja,1.0,chorro,917,2.0,2.0,1.0,Otros
59770,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59770,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
59739,aceite de oliva,80.0,mililitros,410,1.0,80.0,1.0,Grasas y Aceites
59739,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
59739,pollo,500.0,gramos,242,1.0,500.0,1.0,Pollo
59739,pimiento rojo,300.0,gramos,651,1.0,300.0,1.0,Verduras
59739,zanahoria,1.0,unidad,672,100.0,100.0,1.0,Verduras
59739,pollo,850.0,mililitros,242,1.0,850.0,1.0,Pollo
59739,agua,,None,766,194.27784,315.71065,1.0,Bebidas
59739,pimentón,1.0,pizca,900,1.0,1.0,1.0,Otros
59739,azafrán,1.0,pizca,848,1.0,1.0,1.0,Otros
59739,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59739,arroz,340.0,gramos,428,1.0,340.0,1.0,Arroz
59739,guisante,120.0,gramos,555,1.0,120.0,1.0,Legumbres
59674,arroz,250.0,gramos,428,1.0,250.0,1.0,Arroz
59674,agua,2.5,mililitros,766,1.0,2.5,1.0,Bebidas
59674,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
59674,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59610,arroz,1.0,vaso,428,250.0,250.0,1.0,Arroz
59610,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
59610,pimiento rojo,0.5,unidad,651,150.0,75.0,1.0,Verduras
59610,zanahoria,0.5,unidad,672,100.0,50.0,1.0,Verduras
59610,puerro,1.0,trozo,653,100.0,100.0,1.0,Verduras
59610,pollo,3.0,filetes,242,140.0,420.0,1.0,Pollo
59610,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
59610,curry,1.0,pizca,863,1.0,1.0,1.0,Otros
59610,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59597,arroz,500.0,gramos,428,1.0,500.0,1.0,Arroz
59597,pasa,200.0,gramos,727,1.0,200.0,1.0,Frutas
59597,piñón,100.0,gramos,571,1.0,100.0,1.0,Legumbres
59597,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
59597,sal,,None,908,6.95504,9.4185,1.0,Otros
59503,arroz,200.0,gramos,428,1.0,200.0,1.0,Arroz
59503,puerro,1.0,unidad,653,150.0,150.0,1.0,Verduras
59503,pimiento rojo,0.5,unidad,651,150.0,75.0,1.0,Verduras
59503,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
59503,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59503,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
59503,zanahoria,1.0,unidad,672,100.0,100.0,1.0,Verduras
59503,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
59503,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
59503,salchicha,5.0,None,253,22.93333,125.79487,1.0,Carne
59445,arroz,600.0,gramos,428,1.0,600.0,1.0,Arroz
59445,huevo,6.0,unidad,150,65.0,390.0,1.0, Huevos
59445,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
59445,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
59445,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
59445,calabacín,1.0,unidad,603,300.0,300.0,1.0,Verduras
59445,berenjena,1.0,unidad,596,300.0,300.0,1.0,Verduras
59445,tomate frito,,None,929,123.76923,144.28579,1.0,Otros
59352,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
59352,pollo,2.0,None,242,291.87387,414.96438,1.0,Pollo
59352,ajo,3.0,dientes,587,3.0,9.0,1.0,Verduras
59352,champiñón,100.0,gramos,614,1.0,100.0,1.0,Verduras
59352,agua,4.0,mililitros,766,1.0,4.0,1.0,Bebidas
59352,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
59352,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
59352,pollo,1.0,pizca,242,1.0,1.0,1.0,Pollo
59351,mejillon,0.75,kilogramo,348,1000.0,750.0,1.0,Pescado
59351,almeja,0.5,kilogramo,273,1000.0,500.0,1.0,Pescado
59351,sepia,250.0,gramos,391,1.0,250.0,1.0,Pescado
59351,cigala,250.0,gramos,328,1.0,250.0,1.0,Pescado
59351,gamba,250.0,gramos,337,1.0,250.0,1.0,Pescado
59351,ajo,4.0,dientes,587,3.0,12.0,1.0,Verduras
59351,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
59351,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
59351,arroz,5.0,vasos,428,250.0,1250.0,1.0,Arroz
59351,agua,15.0,vasos,766,250.0,3750.0,1.0,Bebidas
59351,paella,1.0,sobre,893,16.0,16.0,1.0,Otros
59351,azafrán,20.0,None,848,17.8,8.18548,1.0,Otros
59351,aceite,,None,409,77.3929,98.75302,1.0,Grasas y Aceites
59351,sal,,None,908,6.95504,9.4185,1.0,Otros
59194,quinoa,125.0,gramos,521,1.0,125.0,1.0,Cereales
59194,aguacate,1.0,None,675,334.0,18.21429,1.0,Frutas
59194,tomate,1.0,puñado,667,100.0,100.0,1.0,Verduras
59194,atún,1.0,lata,282,330.0,330.0,1.0,Pescado
59194,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
59194,perejil,1.0,rama,899,50.0,50.0,1.0,Otros
59194,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58999,quinoa,100.0,gramos,521,1.0,100.0,1.0,Cereales
58999,trigo,4.0,unidades,529,135.25,0.0,1.0,Cereales
58999,pepino,1.0,unidad,649,250.0,250.0,1.0,Verduras
58999,zanahoria,1.0,unidad,672,100.0,100.0,1.0,Verduras
58999,tomate,8.0,unidad,667,150.0,1200.0,1.0,Verduras
58999,lechuga,1.0,puñado,634,100.0,100.0,1.0,Verduras
58999,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58999,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
58964,arroz,2.0,vasos,428,250.0,500.0,1.0,Arroz
58964,ajo,3.0,dientes,587,3.0,9.0,1.0,Verduras
58964,huevo,2.0,unidad,150,65.0,130.0,1.0, Huevos
58964,tomate frito,1.0,None,929,123.76923,144.28579,1.0,Otros
58964,plátano,2.0,unidad,721,80.0,160.0,1.0,Frutas
58964,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58940,arroz,4.0,vasos,428,250.0,1000.0,1.0,Arroz
58940,agua,12.0,vasos,766,250.0,3000.0,1.0,Bebidas
58940,pollo,600.0,gramos,242,1.0,600.0,1.0,Pollo
58940,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
58940,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
58940,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
58940,ajo,3.0,dientes,587,3.0,9.0,1.0,Verduras
58940,tomate frito,1.0,None,929,123.76923,144.28579,1.0,Otros
58940,sal,1.0,puñado,908,100.0,100.0,1.0,Otros
58940,pollo,2.0,None,242,291.87387,414.96438,1.0,Pollo
58834,quinoa,50.0,gramos,521,1.0,50.0,1.0,Cereales
58834,langostino,4.0,None,340,239.28571,225.58333,1.0,Pescado
58834,zanahoria,1.0,unidad,672,100.0,100.0,1.0,Verduras
58834,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
58834,anacardo,1.0,puñado,538,100.0,100.0,1.0,Legumbres
58834,arroz,4.0,None,428,87.34627,221.21473,1.0,Arroz
58834,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58834,jengibre,1.0,pizca,881,1.0,1.0,1.0,Otros
58834,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
58834,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
58834,menta,1.0,pizca,888,1.0,1.0,1.0,Otros
58834,vinagre,1.0,chorro,934,2.0,2.0,1.0,Otros
58801,quinoa,1.0,kilogramo,521,1000.0,1000.0,1.0,Cereales
58801,pimiento,3.0,unidad,650,75.0,225.0,1.0,Verduras
58801,zanahoria,3.0,unidad,672,100.0,300.0,1.0,Verduras
58801,cebolla,150.0,gramos,610,1.0,150.0,1.0,Verduras
58801,tomillo,30.0,gramos,930,1.0,30.0,1.0,Otros
58801,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58801,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58801,queso,50.0,gramos,77,1.0,50.0,1.0,Lácteos
58801,huevo,5.0,unidad,150,65.0,325.0,1.0, Huevos
58707,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
58707,queso,200.0,gramos,77,1.0,200.0,1.0,Lácteos
58707,leche,250.0,mililitros,27,1.0,250.0,1.0,Lácteos
58707,huevo,2.0,unidad,150,65.0,130.0,1.0, Huevos
58707,mantequilla,1.0,cucharadita,419,7.0,7.0,1.0,Grasas y Aceites
58707,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58707,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58680,quinoa,125.0,gramos,521,1.0,125.0,1.0,Cereales
58680,seta,250.0,gramos,663,1.0,250.0,1.0,Verduras
58680,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
58680,puerro,1.0,rama,653,50.0,50.0,1.0,Verduras
58680,leche,150.0,mililitros,27,1.0,150.0,1.0,Lácteos
58680,aceite de girasol,1.0,chorro,404,2.0,2.0,1.0,Grasas y Aceites
58680,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58680,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58488,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
58488,curry,1.0,cucharada,863,10.0,10.0,1.0,Otros
58488,apio,1.0,rama,593,50.0,50.0,1.0,Verduras
58488,cebolla,1.0,rama,610,50.0,50.0,1.0,Verduras
58488,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
58488,comino,1.0,pizca,855,1.0,1.0,1.0,Otros
58488,aceite de girasol,1.0,chorro,404,2.0,2.0,1.0,Grasas y Aceites
58488,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58264,arroz,350.0,gramos,428,1.0,350.0,1.0,Arroz
58264,pasa,30.0,gramos,727,1.0,30.0,1.0,Frutas
58264,albaricoque,30.0,gramos,677,1.0,30.0,1.0,Frutas
58264,almendra,50.0,gramos,530,1.0,50.0,1.0,Legumbres
58264,cebolla,100.0,gramos,610,1.0,100.0,1.0,Verduras
58264,ajo,1.0,diente,587,3.0,3.0,1.0,Verduras
58264,jengibre,1.0,cubo,881,10.0,10.0,1.0,Otros
58264,curry,2.0,cucharaditas,863,7.0,14.0,1.0,Otros
58264,canela,0.5,cucharadita,851,7.0,3.5,1.0,Otros
58264,agua,1.0,litro,766,1000.0,1000.0,1.0,Bebidas
58264,aceite de oliva,,None,410,41.58968,58.66397,1.0,Grasas y Aceites
58264,pimienta,,None,901,1.67918,2.15641,1.0,Otros
58277,arroz,200.0,gramos,428,1.0,200.0,1.0,Arroz
58277,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58277,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58277,jengibre,0.5,cucharada,881,10.0,5.0,1.0,Otros
58277,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
58277,pimiento rojo,0.5,unidad,651,150.0,75.0,1.0,Verduras
58277,pimiento,0.5,unidad,650,75.0,37.5,1.0,Verduras
58277,puerro,0.5,unidad,653,150.0,75.0,1.0,Verduras
58277,zanahoria,1.0,unidad,672,100.0,100.0,1.0,Verduras
58277,aceite de oliva,2.0,cucharadas soperas,410,17.0,34.0,1.0,Grasas y Aceites
58226,avena,100.0,gramos,433,1.0,100.0,1.0,Cereales
58226,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
58226,comino,1.0,pizca,855,1.0,1.0,1.0,Otros
58226,harina,1.0,cucharada sopera,482,17.0,17.0,1.0,Cereales
58226,tomate,3.0,cucharadas soperas,667,17.0,51.0,1.0,Verduras
58226,albahaca,2.0,hojas,589,32.86905,40.90512,1.0,Verduras
58226,aceite de girasol,1.0,litro,404,1000.0,1000.0,1.0,Grasas y Aceites
58226,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58226,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58110,avena,125.0,gramos,433,1.0,125.0,1.0,Cereales
58110,leche,1.0,mililitros,27,1.0,1.0,1.0,Lácteos
58110,fresa,4.0,unidad,689,31.25,125.0,1.0,Frutas
58110,plátano,1.0,unidad,721,80.0,80.0,1.0,Frutas
58110,azúcar,2.0,cucharadas soperas,936,17.0,34.0,1.0,Otros
58110,canela,1.0,pizca,851,1.0,1.0,1.0,Otros
58110,mantequilla,1.0,cucharada,419,10.0,10.0,1.0,Grasas y Aceites
58110,vainilla,1.0,chorro,931,2.0,2.0,1.0,Otros
58102,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
58102,calabaza,150.0,gramos,605,1.0,150.0,1.0,Verduras
58102,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
58102,cebolla,1.0,rama,610,50.0,50.0,1.0,Verduras
58102,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
58102,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58102,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
58013,pollo,200.0,gramos,242,1.0,200.0,1.0,Pollo
58013,quinoa,100.0,gramos,521,1.0,100.0,1.0,Cereales
58013,mango,1.0,unidad,702,300.0,300.0,1.0,Frutas
58013,menta,6.0,hojas,888,51.12245,57.82398,1.0,Otros
58013,aceite de oliva,3.0,cucharadas soperas,410,17.0,51.0,1.0,Grasas y Aceites
58013,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
58013,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
58013,canela,0.5,cucharada,851,10.0,5.0,1.0,Otros
57876,arroz integral,1.0,gramos,430,1.0,1.0,1.0,Arroz
57876,pimiento rojo,100.0,gramos,651,1.0,100.0,1.0,Verduras
57876,calabacín,100.0,gramos,603,1.0,100.0,1.0,Verduras
57876,calabacín,100.0,gramos,603,1.0,100.0,1.0,Verduras
57876,cebolla,100.0,gramos,610,1.0,100.0,1.0,Verduras
57876,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
57876,pollo,1.0,pechuga,242,400.0,400.0,1.0,Pollo
57876,cebolla,1.0,rama,610,50.0,50.0,1.0,Verduras
57876,pollo,1.0,cucharadita,242,7.0,7.0,1.0,Pollo
57876,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57876,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
57876,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57799,camarón,300.0,gramos,317,1.0,300.0,1.0,Pescado
57799,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
57799,perejil,2.0,cucharaditas,899,7.0,14.0,1.0,Otros
57799,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57799,jengibre,1.0,pizca,881,1.0,1.0,1.0,Otros
57799,yogur griego,1.0,vaso,111,250.0,250.0,1.0,Lácteos
57799,cebollino,1.0,cucharada sopera,613,17.0,17.0,1.0,Verduras
57799,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57799,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57799,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57796,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
57796,camarón,1.0,None,317,521.11111,490.2992,1.0,Pescado
57796,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57796,guisante,1.0,taza,555,150.0,150.0,1.0,Legumbres
57796,alubia,1.0,taza,535,150.0,150.0,1.0,Legumbres
57796,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57796,tomate,3.0,unidad,667,150.0,450.0,1.0,Verduras
57796,cebolla,100.0,gramos,610,1.0,100.0,1.0,Verduras
57796,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
57796,perejil,2.0,cucharaditas,899,7.0,14.0,1.0,Otros
57796,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57796,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57706,pollo,350.0,gramos,242,1.0,350.0,1.0,Pollo
57706,arroz,300.0,gramos,428,1.0,300.0,1.0,Arroz
57706,queso parmesano,80.0,gramos,92,1.0,80.0,1.0,Lácteos
57706,cebolla,120.0,gramos,610,1.0,120.0,1.0,Verduras
57706,pollo,1.0,litro,242,1000.0,1000.0,1.0,Pollo
57706,mantequilla,2.0,cucharaditas,419,7.0,14.0,1.0,Grasas y Aceites
57706,leche,1.0,vaso,27,250.0,250.0,1.0,Lácteos
57706,ajo,1.0,pizca,587,1.0,1.0,1.0,Verduras
57706,vino,1.0,vaso,825,250.0,250.0,1.0,Bebidas
57706,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57706,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57688,arroz,150.0,gramos,428,1.0,150.0,1.0,Arroz
57688,arroz,150.0,gramos,428,1.0,150.0,1.0,Arroz
57688,pollo,1.0,pechuga,242,400.0,400.0,1.0,Pollo
57688,champiñón,200.0,gramos,614,1.0,200.0,1.0,Verduras
57688,aceite de oliva,1.0,cucharadita,410,7.0,7.0,1.0,Grasas y Aceites
57688,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57686,arroz,250.0,gramos,428,1.0,250.0,1.0,Arroz
57686,lenteja,150.0,gramos,568,1.0,150.0,1.0,Legumbres
57686,cebolla,2.0,unidad,610,100.0,200.0,1.0,Verduras
57686,pimentón,1.0,cucharadita,900,7.0,7.0,1.0,Otros
57686,comino,1.0,cucharadita,855,7.0,7.0,1.0,Otros
57686,canela,1.0,cucharadita,851,7.0,7.0,1.0,Otros
57686,piñón,2.0,cucharadas soperas,571,17.0,34.0,1.0,Legumbres
57686,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57686,aceite de oliva,1.0,cucharadita,410,7.0,7.0,1.0,Grasas y Aceites
57686,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57686,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
57686,jengibre,1.0,cucharadita,881,7.0,7.0,1.0,Otros
57617,arroz,250.0,gramos,428,1.0,250.0,1.0,Arroz
57617,bogavante,1.0,unidad,300,1000.0,0.0,1.0,Pescado
57617,ajo,4.0,dientes,587,3.0,12.0,1.0,Verduras
57617,agua,,None,766,194.27784,315.71065,1.0,Bebidas
57617,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57617,mejillon,1.0,puñado,348,100.0,100.0,1.0,Pescado
57617,langostino,1.0,puñado,340,100.0,100.0,1.0,Pescado
57617,sepia,1.0,puñado,391,100.0,100.0,1.0,Pescado
57617,gamba,1.0,puñado,337,100.0,100.0,1.0,Pescado
57617,perejil,1.0,pizca,899,1.0,1.0,1.0,Otros
57545,arroz,1.0,taza,428,150.0,150.0,1.0,Arroz
57545,coco,1.0,unidad,686,37.25256,0.0,1.0,Frutas
57545,azúcar,1.0,cucharadita,936,7.0,7.0,1.0,Otros
57545,sal,1.0,cucharadita,908,7.0,7.0,1.0,Otros
57543,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
57543,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
57543,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57543,almendra,10.0,gramos,530,1.0,10.0,1.0,Legumbres
57543,salmón ahumado,50.0,gramos,383,1.0,50.0,1.0,Pescado
57543,agua,6.0,mililitros,766,1.0,6.0,1.0,Bebidas
57213,aceite de oliva,1.0,chorro,410,2.0,2.0,1.0,Grasas y Aceites
57213,arroz,2.0,tazas,428,150.0,300.0,1.0,Arroz
57213,almeja,500.0,gramos,273,1.0,500.0,1.0,Pescado
57213,gamba,500.0,gramos,337,1.0,500.0,1.0,Pescado
57213,pollo,750.0,gramos,242,1.0,750.0,1.0,Pollo
57213,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57213,pimiento,2.0,unidad,650,75.0,150.0,1.0,Verduras
57213,pimiento rojo,1.0,unidad,651,150.0,150.0,1.0,Verduras
57213,ajo,2.0,sobres,587,16.0,32.0,1.0,Verduras
57213,guisante,100.0,gramos,555,1.0,100.0,1.0,Legumbres
57213,tomate,1.0,unidad,667,150.0,150.0,1.0,Verduras
57213,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
57213,azafrán,1.0,pizca,848,1.0,1.0,1.0,Otros
57213,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57213,sal,1.0,puñado,908,100.0,100.0,1.0,Otros
57343,arroz,100.0,gramos,428,1.0,100.0,1.0,Arroz
57343,quinoa,100.0,gramos,521,1.0,100.0,1.0,Cereales
57343,vinagre,1.0,chorro,934,2.0,2.0,1.0,Otros
57343,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57343,azúcar,1.0,cucharadita,936,7.0,7.0,1.0,Otros
57343,aguacate,1.0,unidad,675,334.0,0.0,1.0,Frutas
57343,limón,1.0,unidad,937,48.0,48.0,1.0,Frutas
57343,pimienta negra,1.0,pizca,902,1.0,1.0,1.0,Otros
57260,pulpo,150.0,gramos,374,1.0,150.0,1.0,Pescado
57260,gamba,100.0,gramos,337,1.0,100.0,1.0,Pescado
57260,arroz,250.0,gramos,428,1.0,250.0,1.0,Arroz
57260,azafrán,1.0,pizca,848,1.0,1.0,1.0,Otros
57260,pimentón,1.0,pizca,900,1.0,1.0,1.0,Otros
57260,cebolla,50.0,gramos,610,1.0,50.0,1.0,Verduras
57260,pimiento rojo,50.0,gramos,651,1.0,50.0,1.0,Verduras
57260,ajo,2.0,dientes,587,3.0,6.0,1.0,Verduras
57260,tomate,3.0,cucharadas soperas,667,17.0,51.0,1.0,Verduras
57260,aceite de oliva,30.0,mililitros,410,1.0,30.0,1.0,Grasas y Aceites
57260,sal,1.0,pizca,908,1.0,1.0,1.0,Otros
57260,pimienta,1.0,pizca,901,1.0,1.0,1.0,Otros
57179,cebolla,1.0,unidad,610,100.0,100.0,1.0,Verduras
57179,pimiento,1.0,unidad,650,75.0,75.0,1.0,Verduras
