Recipe_id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Link_receta|Num_comentarios|Num_reviews|Fecha_modificacion|Ingredientes|parse_rate|total_ingredients|parsed_ingredients
50278|Recetas de Aperitivos y tapas|Receta de montadito caliente de anchoas y leche condensada||||||https://www.recetasgratis.net/receta-de-montadito-caliente-de-anchoas-y-leche-condensada-50278.html|0|0|2014-12-01|pan,leche condensada,anchoas|1.0|3.0|3.0
50275|Recetas de Aperitivos y tapas|Receta de montaditos fríos de atún|3.0|||||https://www.recetasgratis.net/receta-de-montaditos-frios-de-atun-50275.html|1|3|2014-12-01|2 piezas pequeñas de pan,2 lonchas de queso,1 lata de maíz,2 cucharadas de mayonesa,pimienta negra molida,4 lonchas de salmón ahumado,1 lata de atún,sal,aceite de oliva|1.0|9.0|9.0
50271|Recetas de Aperitivos y tapas|Receta de montadito de tortilla de patatas|1.0|||||https://www.recetasgratis.net/receta-de-montadito-de-tortilla-de-patatas-50271.html|1|1|2014-12-01|2 patatas,aceite de oliva virgen,medio puerro,3 huevos,sal|1.0|5.0|5.0
50266|Recetas de Aperitivos y tapas|Receta de el original montadito de sobrasada ibérica||||||https://www.recetasgratis.net/receta-de-el-original-montadito-de-sobrasada-iberica-50266.html|0|0|2014-12-01|rebanadas de pan,cebolla caramelizada sin azúcar,sobrasada ibérica,queso de cabra,aceite de oliva virgen extra,una pizca de sal,miel de caña﻿﻿﻿﻿|1.0|7.0|7.0
50267|Recetas de Aperitivos y tapas|Receta de montadito andaluz de pringá||||||https://www.recetasgratis.net/receta-de-montadito-andaluz-de-pringa-50267.html|0|0|2014-12-01|carne de cerdo,1 pieza de pan,tocino,carne de ternera,contra muslo de pollo|1.0|5.0|5.0
50264|Recetas de Aperitivos y tapas|Receta de el original montadito con chorizo picante||||||https://www.recetasgratis.net/receta-de-el-original-montadito-con-chorizo-picante-50264.html|0|0|2014-12-01|crema de chorizo picante,pan de payés|1.0|2.0|2.0
50261|Recetas de Aperitivos y tapas|Receta de delicioso montadito de melva||||||https://www.recetasgratis.net/receta-de-delicioso-montadito-de-melva-50261.html|0|0|2014-12-01|panes de montaditos,mayonesa casera,pimientos del piquillo,melva canutera en aceite de oliva|1.0|4.0|4.0
50258|Recetas de Aperitivos y tapas|Receta de montaditos variados con queso philadelphia|4.0|||||https://www.recetasgratis.net/receta-de-montaditos-variados-con-queso-philadelphia-50258.html|1|4|2014-12-01|6 rebanadas de pan bimbo,6 o 7 anchoas,queso havarti,alcaparras,aceitunas,jamón de york,queso filadelfia,miel,nueces,ketchup,sobrasada,confitura de tomate,mantequilla|1.0|13.0|13.0
50257|Recetas de Aperitivos y tapas|Receta de montaditos de queso philadelphia||||||https://www.recetasgratis.net/receta-de-montaditos-de-queso-philadelphia-50257.html|0|0|2014-12-01|tomates,1 lata de atún,1 tarro de queso philadelphia,1 lata de aceitunas negras|1.0|4.0|4.0
50255|Recetas de Aperitivos y tapas|Receta de croquetas de coco con bacalao||||||https://www.recetasgratis.net/receta-de-croquetas-de-coco-con-bacalao-50255.html|0|0|2014-12-01|200 gr. de bacalao desalado y desmigado,250 ml. de leche de coco,750 ml. de leche entera,175 gr. de harina,80 ml. de aceite de oliva,pimienta blanca,perejil fresco,ralladura de limón,sal|1.0|9.0|9.0
49372|Recetas de Aperitivos y tapas|Receta de aperitivos de alcachofas||||||https://www.recetasgratis.net/receta-de-aperitivos-de-alcachofas-49372.html|0|0||4 alcachofa(s),2 cuchara(s) colmada(s) queso rallado,1/4 taza(s) harina,1 cucharada(s) perejil picado fino|1.0|4.0|4.0
49290|Recetas de Aperitivos y tapas|Receta de bajativo||||||https://www.recetasgratis.net/receta-de-bajativo-49290.html|0|0||1 copita(s) menta blanca,1 copita(s) de coñac,cáscara(s) de limón cortadas en trocitos pequeños|1.0|3.0|3.0
49143|Recetas de Aperitivos y tapas|Receta de vodka sour||||||https://www.recetasgratis.net/receta-de-vodka-sour-49143.html|0|0||4 copa (s) de vodka,2 cucharada(s) azúcar flor (postre),1 copa (s) de limón de pica|1.0|3.0|3.0
49131|Recetas de Aperitivos y tapas|Receta de frape de naranja|5.0|||||https://www.recetasgratis.net/receta-de-frape-de-naranja-49131.html|1|5||2 cucharada(s) zumo de naranja,1/2 taza(s) vino dulce,1 cucharadita(s) azúcar,cáscara(s) de naranja cortada en espiral|1.0|4.0|4.0
48468|Recetas de Aperitivos y tapas|Receta de petit bouche|3.3|baja|4.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-petit-bouche-48468.html|3|3|2018-05-07|1 taza de harina,2 cucharada soperas de mantequilla,2 cucharada de manteca,agua fría (la necesaria),sal a gusto|1.0|5.0|5.0
48245|Recetas de Aperitivos y tapas|Receta de rompon casero||||||https://www.recetasgratis.net/receta-de-rompon-casero-48245.html|0|0||1 taza(s) leche,1 taza(s) coñac,1 taza(s) azúcar,5 yema (s) de huevo|1.0|4.0|4.0
48216|Recetas de Aperitivos y tapas|Receta de cóctel de huevo||||||https://www.recetasgratis.net/receta-de-coctel-de-huevo-48216.html|0|0||1 vaso(s) ron,1/2 lt vino añejo,4 huevo(s),1 cucharada(s) esencia de vainilla,azúcar a gusto|1.0|5.0|5.0
48176|Recetas de Aperitivos y tapas|Receta de ponche en aguardiente||||||https://www.recetasgratis.net/receta-de-ponche-en-aguardiente-48176.html|0|0||1 lt leche,aguardiente,4 cuchara(s) colmada(s) azúcar,canela|1.0|4.0|4.0
47996|Recetas de Aperitivos y tapas|Receta de calentito (trago)||||||https://www.recetasgratis.net/receta-de-calentito-trago-47996.html|0|0||2 yema(s) de huevo,1 taza(s) agua caliente,3 copa (s) de ron,3 gota(s) vainilla,azúcar flor a gusto|1.0|5.0|5.0
47945|Recetas de Aperitivos y tapas|Receta de cacerola de patatas.|5.0|||||https://www.recetasgratis.net/receta-de-cacerola-de-papas-47945.html|3|5|2014-12-01|- 4 unidades de patata ( de su preferencia),- 4 lonjas de queso cheddar.,- 4 lonjas de queso mozarrella.,- 4 cucharadas de queso parmesano.|1.0|4.0|4.0
47922|Recetas de Aperitivos y tapas|Receta de dip de queso con tomillo y orégano|4.0|baja|1.0|15m|Entrante|https://www.recetasgratis.net/receta-de-dip-de-queso-con-tomillo-y-oregano-47922.html|1|4|2016-03-23|200 gramos de queso crema,80 gramos de tomillo seco,60 gramos de orégano seco,1 pizca de sal y pimienta|1.0|4.0|4.0
47866|Recetas de Aperitivos y tapas|Receta de dips de tomates secos||baja|1.0|15m|Entrante|https://www.recetasgratis.net/receta-de-dips-de-tomates-secos-47866.html|0|0|2015-01-08|300 gramos de queso crema,150 gramos de tomate secos,100 mililitros de aceite de girasol,1 cucharada postre de romero,2 dientes de ajo,1 pizca de sal,1 pizca de pimienta|1.0|7.0|7.0
47846|Recetas de Aperitivos y tapas|Receta de champiñones al ajillo en vino blanco|4.6|media||||https://www.recetasgratis.net/receta-de-champinones-al-ajillo-en-vino-blanco-47846.html|3|6|2014-12-01|500 gramos de champiñón,1 cucharadita de ajo finamente picado,1 cucharada de mantequilla,50 ml de vino blanco,1 cucharadita de sal,pimienta negra al gusto,2 cucharadas de queso parmesano rallado,1 cucharadita de mostaza|1.0|8.0|8.0
47677|Recetas de Aperitivos y tapas|Receta de mistela de café con aguardiente||||||https://www.recetasgratis.net/receta-de-mistela-de-cafe-con-aguardiente-47677.html|0|0||1 taza(s) agua ardiente,1 taza(s) infusión de café en grano,1 1/2 taza(s) azúcar|1.0|3.0|3.0
47673|Recetas de Aperitivos y tapas|Receta de mistela de apio||||||https://www.recetasgratis.net/receta-de-mistela-de-apio-47673.html|0|0||2 rama(s) apio tierno,1 taza(s) agua ardiente,1 1/2 taza(s) azúcar,2 taza(s) agua|1.0|4.0|4.0
47658|Recetas de Aperitivos y tapas|Receta de ceviche de alubia de soja||baja|3.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-frijol-de-soya-47658.html|0|0||250 gramos de alubias de soja,3 unidades de tomates medianos,3 unidades de cebollas tiernas con rabo,4 unidades de limones medianos,1 unidad de chile serrano,1 unidad de chile jalapeño,15 ramas de perejil,1 pizca de sal|1.0|8.0|8.0
47596|Recetas de Aperitivos y tapas|Receta de croquetas de arroz con atún|4.0|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-arroz-con-atun-47596.html|2|4||1 lámina de atún en aceite,¾ taza de arroz,aceite para freír,2 unidades de huevo,1 taza de pan rallado,1 pizca de sal y pimienta|1.0|6.0|6.0
47573|Recetas de Aperitivos y tapas|Receta de torta de la abundancia||||||https://www.recetasgratis.net/receta-de-torta-de-la-abundancia-47573.html|0|0||1/2 kg nueces,1/2 kg trigo,1/4 kg azúcar granulada,6 cucharada(s) esencia de vainilla|1.0|4.0|4.0
47252|Recetas de Aperitivos y tapas|Receta de pulpo a la vinagreta frio|4.0|||||https://www.recetasgratis.net/receta-de-pulpo-a-la-vinagreta-frio-47252.html|1|4||pulpo cocido,1/3 de pimiento verde,1/2 cebolla pequeña,1 tomate mediano,5 cucharadas de aceite,2 cucharadas y 1/2 de vinagre,1 cucharadita de sal|1.0|7.0|7.0
47209|Recetas de Aperitivos y tapas|Receta de provolone ahumado con tomate||||||https://www.recetasgratis.net/receta-de-provolone-ahumado-con-tomate-47209.html|0|0||queso provolone ahumado,tomate natural,anchoas,orégano,aceite de oliva|1.0|5.0|5.0
46814|Recetas de Aperitivos y tapas|Receta de hojaldre vegetal||baja|2.0|30m|Entrante|https://www.recetasgratis.net/receta-de-hojaldre-vegetal-46814.html|0|0||45 gramos de zanahoria,70 gramos de puerro,20 gramos de aceite,20 gramos de maíz dulce,1 paquete de masa de hojaldre fresca,1 unidad de huevo,1 lata de pimiento morrón|1.0|7.0|7.0
46658|Recetas de Aperitivos y tapas|Receta de hojaldre de setas y langostinos con thermomix||baja|10.0|30m|Entrante|https://www.recetasgratis.net/receta-de-hojaldre-de-setas-y-langostinos-con-thermomix-46658.html|0|0||hojaldre,400gr de setas,150 gr de langostinos,2 puerros,media cebolla,3 dientes de ajo,1 bolsa de tre quesos para fundir,5 huevos,aceite de oliva,sal y pimienta|1.0|10.0|10.0
46501|Recetas de Aperitivos y tapas|Receta de paté de aceitunas verdes y naranja con thermomix||baja|2.0|10m|Entrante|https://www.recetasgratis.net/receta-de-pate-de-aceitunas-verdes-y-naranja-con-thermomix-46501.html|0|0||300 gramos de aceitunas,100 mililitros de aceite de oliva,1 diente de ajo,1 naranja (piel),1 cucharadita de semillas de hinojo|1.0|5.0|5.0
46459|Recetas de Aperitivos y tapas|Receta de botones o champiñones rellenos||||||https://www.recetasgratis.net/receta-de-botones-o-champinones-rellenos-46459.html|0|0||6 champiñón grandes.,1 huevo.,1 diente de ajo.,3 lonchas de jamón serrano.,perejil.,aceite de oliva.,sal.|1.0|7.0|7.0
46325|Recetas de Aperitivos y tapas|Receta de canape economico|5.0|baja||||https://www.recetasgratis.net/receta-de-canape-economico-46325.html|1|5||mayonesa ( 1 bote mediano),cebolla ( 1 mediana),huevos duros(2) pan de molde sin corteza( 1 paquete mediano) palitos de cangrejo ( 1 paquete de 12)|1.0|3.0|3.0
45933|Recetas de Aperitivos y tapas|Receta de queso de cerdo|5.0|alta||||https://www.recetasgratis.net/receta-de-queso-de-chancho-45933.html|2|5|2014-12-01|2 codillos de cerdo,1 cebolla grande,1 cebolla de verdeo,granos de pimienta a gusto,laurel 2 hojas,sal|1.0|6.0|6.0
45913|Recetas de Aperitivos y tapas|Receta de crema de fresas y plátanos||baja||||https://www.recetasgratis.net/receta-de-crema-de-fresas-y-bananas-45913.html|0|0||5 plátanos,10 fresas,la ralladura y el zumo de 2 limones|1.0|3.0|3.0
44727|Recetas de Aperitivos y tapas|Receta de croquetas de gambas al ajillo|3.7|media||||https://www.recetasgratis.net/receta-de-croquetas-de-gambas-al-ajillo-44727.html|0|7||ajo,perejil,pan rallado,1/4 de litro de leche,9 cucharadas soperas colmadas de harina,250 gramos de gambas langostineras,sal|1.0|7.0|7.0
44316|Recetas de Aperitivos y tapas|Receta de pasta repiclara|5.0|media||||https://www.recetasgratis.net/receta-de-pasta-repiclara-44316.html|1|5|2014-12-01|2 queso crema philadelpfia,2 dientes de ajo grandes u 8 pequenos,1/3 mazo de perejil fresco,1/2 taza de aceite de oliva,sal,y pizca de pimienta en polvo.|1.0|6.0|6.0
43898|Recetas de Aperitivos y tapas|Receta de dip de mostaza||media|4.0|15m|Entrante|https://www.recetasgratis.net/receta-de-dip-de-mostaza-43898.html|0|0||1 cucharadita de azúcar,1 unidad de cebolla,2 unidades de clara de huevo,1 cucharada sopera de mostaza,150 gramos de nata líquida,1 pizca de pimienta negra,1 pizca de sal,1 unidad de yema de huevo,1 cucharadita de zumo de limón|1.0|9.0|9.0
43396|Recetas de Aperitivos y tapas|Receta de benjamin emilio|3.4|media||||https://www.recetasgratis.net/receta-de-benjamin-emilio-43396.html|0|4||6 tajadas de queso,6 salchichas,tomate frito frasco,mostaza al gusto,6 pan para perros,dulce de piña al gusto,patata frita desmenuzada al gusto|1.0|7.0|7.0
43162|Recetas de Aperitivos y tapas|Receta de montadito de jamón, langostinos y aceite de frutos secos.|3.8|baja||||https://www.recetasgratis.net/receta-de-montadito-de-jamon-langostinos-y-aceite-de-frutos-secos-43162.html|0|8||aceite,almendras,jamón serrano,langostinos|1.0|4.0|4.0
42823|Recetas de Aperitivos y tapas|Receta de empanada de verduras a lo pobre|2.3|baja||||https://www.recetasgratis.net/receta-de-empanada-de-verduras-a-lo-pobre-42823.html|0|3||1 cebolla grande,3 pimientos grandes,2 latitas de pimiento morron,4 lataitas de atún,3 cucharadas de tomate de caja,1 huevo,sal,aceite|1.0|8.0|8.0
42149|Recetas de Aperitivos y tapas|Receta de pipas saladas|3.6|baja||||https://www.recetasgratis.net/receta-de-pipas-saladas-42149.html|2|6||las semillas de girasol tostadas y saladas|1.0|1.0|1.0
41985|Recetas de Aperitivos y tapas|Receta de croquetas de ahumados|3.4|media||||https://www.recetasgratis.net/receta-de-croquetas-de-ahumados-41985.html|0|4||cebolla,palometa,aceite,harina,pimienta,nuez moscada|1.0|6.0|6.0
41790|Recetas de Aperitivos y tapas|Receta de ceviche de camarón de perú|3.5|baja|4.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-camaron-de-peru-41790.html|6|5|2017-06-21|1 libra de camarón cocinado,2 cebollas coloradas pequeñas,4 tomates,10 limones (zumo),1 naranja (zumo),½ taza de tomate frito,1 manojo de perejil,1 pizca de sal,1 chorro de aceite|1.0|9.0|9.0
41739|Recetas de Aperitivos y tapas|Receta de tamales norteños (estilo tamaulipas)|4.2|media||||https://www.recetasgratis.net/receta-de-tamales-nortenos-estilo-tamaulipas-41739.html|21|2||1 kilogramo de carne de cerdo,1 diente de ajo,1 unidad de cebolla,1 pizca de comino,1 pizca de pimienta|1.0|5.0|5.0
39563|Recetas de Aperitivos y tapas|Receta de tostones|4.1|||||https://www.recetasgratis.net/receta-de-tostones-39563.html|1|1||2 plátanos verdes macho,200 ccs de aceite para freír,1 pizca de sal,3 dientes de ajo|1.0|4.0|4.0
39560|Recetas de Aperitivos y tapas|Receta de tostadas de salmón|3.3|||||https://www.recetasgratis.net/receta-de-tostadas-de-salmon-39560.html|0|3||1 kilo de salmón (previamente cocido o enlatado),100 ccs de zumo de limón,2 tomates medianos,1 cebolla,1 cucharada de perejil,1 aguacate mediano,4 tostadas por persona,6 hojas de lechuga,1 chorrito de nata líquida|1.0|9.0|9.0
39411|Recetas de Aperitivos y tapas|Receta de sándwich de surimi para niños||baja|1.0|15m|Cena|https://www.recetasgratis.net/receta-de-sandwich-de-surimi-para-ninos-39411.html|0|0|2017-03-20|4 unidades de surimi o palitos de cangrejo,1 unidad de pan de hamburguesa,1 cucharada sopera de mayonesa,1 cucharadita de mostaza,1 pizca de sal y pimienta,4 unidades de gambas cocidas,2 unidades de aceitunas rellenas de pimiento,1 loncha de queso|1.0|8.0|8.0
39410|Recetas de Aperitivos y tapas|Receta de sándwich de camembert|4.0|||||https://www.recetasgratis.net/receta-de-sandwich-de-camembert-39410.html|0|4||75 ccs de aceite,1 huevo,50 gramos de pan rallado,1 pizca de pimienta,150 gramos de queso camembert,4 rebanadas de pan|1.0|6.0|6.0
39386|Recetas de Aperitivos y tapas|Receta de suflé de atún|3.2|baja|2.0|30m|Acompañamiento|https://www.recetasgratis.net/receta-de-sufle-de-atun-39386.html|1|2||200 gramos de atún en conserva,4 unidades de huevo,1 libra de leche evaporada,1 pizca de sal y pimienta,1 cucharada sopera de aceite|1.0|5.0|5.0
38148|Recetas de Aperitivos y tapas|Receta de enchiladas tulancingueñas|3.4|||||https://www.recetasgratis.net/receta-de-enchiladas-tulancinguenas-38148.html|0|4||1 cebolla grande,2 tomates rojos maduros grandes,80 gramos de manteca de cerdo,150 gramos de queso maduro para rallar,6 chiles verdes,1 diente de ajo,600 gramos de pechuga de pollo,1 vaso de agua,16 tortillas de maíz,2 cucharaditas de sal|1.0|10.0|10.0
38136|Recetas de Aperitivos y tapas|Receta de empanadillas criollas argentinas|3.9|||||https://www.recetasgratis.net/receta-de-empanadillas-criollas-argentinas-38136.html|2|9||250 gramos de manteca de cerdo fundida ó margarina,2 cucharadas de pimentón,1 cucharada de pimiento molido,1 kilo de harina,2 huevos,1 kilo de filetes de ternera cortados para milanesa de 5 mm.,1 pizca de sal,2 cebollas blancas grandes,1 cucharada de comino en polvo,50 gramos de aceitunas sin hueso,3 cebolla de verdeo bien picadas,2 pastillas de caldo concentrado de gallina,2 tazas de manteca de cerdo|1.0|13.0|13.0
38099|Recetas de Aperitivos y tapas|Receta de croquetas de salmón ahumado|1.0|||||https://www.recetasgratis.net/receta-de-croquetas-de-salmon-ahumado-38099.html|0|1||200 ccs de nata líquida,100 gramos de pan rallado,750 ccs de leche,25 gramos de harina,2 huevos,180 ccs de aceite,30 gramos de mantequilla,100 gramos de salmón ahumado,100 gramos de berros|1.0|9.0|9.0
38096|Recetas de Aperitivos y tapas|Receta de croquetas de pavo y avena|5.0|baja|2.0|30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-pavo-y-avena-38096.html|1|5||500 gramos de carne de pavo deshuesada,1 taza de avena machacada pequeña,½ pieza de cebolla picada,1 pizca de sal,1 unidad de huevo,1 chorro de aceite de oliva,1 rama de tomillo,1 pizca de pimienta|1.0|8.0|8.0
38095|Recetas de Aperitivos y tapas|Receta de croquetas de atún y queso|2.0|media|10.0|30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-atun-y-queso-38095.html|1|2||220 gramos de atún,1 unidad de cebolla,½ taza de pan remojado,2 cucharadas soperas de perejil picado,1 unidad de huevo,100 gramos de queso mantecoso,1 taza de harina (140 gramos),1 taza de pan rallado,1 pizca de sal,1 pizca de pimienta,120 centímetros cúbicos de aceite|1.0|11.0|11.0
38092|Recetas de Aperitivos y tapas|Receta de croquetas de acelga|3.7|||||https://www.recetasgratis.net/receta-de-croquetas-de-acelga-38092.html|6|7||1 cucharadita de sal fina,600 gramos de acelga,2 huevos,150 gramos de harina,1 pizca de pimienta,120 ccs de aceite,1 cebolla|1.0|7.0|7.0
37919|Recetas de Aperitivos y tapas|Receta de champiñones gratinados|3.0|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-champinones-gratinados-37919.html|0|3|2015-11-19|20 unidades de champiñón,1 chorro de aceite o margarina,1 pizca de sal,1 pizca de pimienta,1 diente de ajo,100 gramos de queso rallado|1.0|6.0|6.0
37915|Recetas de Aperitivos y tapas|Receta de champiñones a la crema de verdeo|2.0|||||https://www.recetasgratis.net/receta-de-champinones-a-la-crema-de-verdeo-37915.html|0|2||2 dientes de ajo,4 cebollas de verdeo medianas,1 cebolla mediana,1 kilo de champiñón frescos,125 ccs de nata líquida,1 hoja de laurel,2 cucharadas de mantequilla,5 gramos de pimienta negra,250 gramos de queso rallado,1 pizca de sal,1 vasito de vino de jerez|1.0|11.0|11.0
37907|Recetas de Aperitivos y tapas|Receta de ceviche de pulpo|3.5|media|4.0|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-pulpo-37907.html|4|5|2015-05-26|500 gramos de pulpo cocinado,1 pizca de pimienta roja,10 gramos de perejil,8 unidades de limones,2 unidades de cebolla roja,1 cucharada sopera de aceite de oliva,120 gramos de sour cream o queso crema,1 pizca de sal|1.0|8.0|8.0
37833|Recetas de Aperitivos y tapas|Receta de canapés con trufas|3.4|||||https://www.recetasgratis.net/receta-de-canapes-con-trufas-37833.html|0|4||1 trufa negra,1 pizca de pimienta,2 huevos,2 cucharadas de nata líquida,40 gramos de mantequilla,4 rebanadas de pan de molde,1 pizca de sal|1.0|7.0|7.0
37279|Recetas de Aperitivos y tapas|Receta de piqueo|4.0|media||||https://www.recetasgratis.net/receta-de-piqueo-37279.html|0|4||un vaso de vino tinto,ketchup,1 cucharada de azúcar,sal,pimienta,salchichas|1.0|6.0|6.0
37112|Recetas de Aperitivos y tapas|Receta de ceviche de soja|3.8|baja|6.0|30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-soya-37112.html|8|8||4 tazas de soja texturizada,4 unidades de tomate,2 unidades de cebolla,½ unidad de chile o ají verde,4 unidades de limón (zumo),1 pizca de sal, pimienta y orégano,1 manojo de perejil fresco,½ taza de vinagre de manzana,1 chorro de salsa ketchup o valentina (opcional)|1.0|10.0|10.0
37012|Recetas de Aperitivos y tapas|Receta de tortitas de salchicha sasonadas|3.3|baja||||https://www.recetasgratis.net/receta-de-tortitas-de-salchicha-sasonadas-37012.html|1|3||1 libra y media de carne de cerdo molida,1 cucharadita y media de tomillo fresco,media taza de perejil picado,media cucharadita de sal,media cucharadita de pimienta negra,2 cucharadas de aceite vegetal|1.0|6.0|6.0
36812|Recetas de Aperitivos y tapas|Receta de tortas de patata con atún|3.6|media|4.0|45m|Entrante|https://www.recetasgratis.net/receta-de-tortas-de-papa-con-atun-36812.html|6|7||1 unidad de limón (el zumo),½ kilogramo de patata,2 unidades de huevos,2 tazas de pan rallado,1 lata de atún,1 chorro de aceite|1.0|6.0|6.0
36653|Recetas de Aperitivos y tapas|Receta de croquetas de puré de patatas|3.5|media|5.0|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-pure-de-patatas-36653.html|3|5||½ kilogramo de patatas,2 cucharadas soperas de mantequilla o margarina,1 cucharada sopera de queso rallado,leche (la que admita),2 cucharadas soperas de perejil picado,1 pizca de pimienta blanca,1 pizca de sal,harina (la necesaria),pan rallado (el necesario),1 unidad de huevo batido,1 botella de aceite para freír|1.0|11.0|11.0
36549|Recetas de Aperitivos y tapas|Receta de croquetas de atun|3.5|media||||https://www.recetasgratis.net/receta-de-croquetas-de-atun-36549.html|4|6||4 patatas cosidas,1 lata de atún,aceite para freir,2 cucharadas de harina,ajo molido,pan para empanisar,1 huevo|1.0|7.0|7.0
36517|Recetas de Aperitivos y tapas|Receta de empanadas esqua||media||||https://www.recetasgratis.net/receta-de-empanadas-esqua-36517.html|0|0||500 gm. de harina de fuerza,un vaso de leche,vaso de aceite de oliva virgen,atún bonito en escabeche o carne guisada con pimientos , cebolla , ajo y tomate un huevo para pintar la masa|1.0|6.0|6.0
36394|Recetas de Aperitivos y tapas|Receta de empanadas de pollo caseras|3.5|media|6.0|30m|Desayuno|https://www.recetasgratis.net/receta-de-empanadas-de-pollo-caseras-36394.html|4|5||1 unidad de pollo entero desmenuzado,4 unidades de tomate perita pelado,1 unidad de cebolla,aceite,1 lámina de aceitunas verdes sin semilla,1 paquete de queso cremoso,4 unidades de huevo cocido,1 pizca de sal y pimienta|1.0|8.0|8.0
36265|Recetas de Aperitivos y tapas|Receta de pan con pollo y apio|3.3|media|1.0|15m|Cena|https://www.recetasgratis.net/receta-de-pan-con-pollo-y-apio-36265.html|2|3||1 pieza de pollo,1 rama de apio,1 diente de ajo,1 pan de yema,1 huevo cocido,1 cucharada sopera de mayonesa,1 pizca de sal y pimienta|1.0|7.0|7.0
36172|Recetas de Aperitivos y tapas|Receta de canapés para que los hagan los niños|3.4|baja||||https://www.recetasgratis.net/receta-de-canapes-para-que-los-hagan-los-ninos-36172.html|6|4||pan,queso,media nuez,salmón|1.0|4.0|4.0
36136|Recetas de Aperitivos y tapas|Receta de canapes deliciosos|3.4|media||||https://www.recetasgratis.net/receta-de-canapes-deliciosos-36136.html|4|4||mayonesa,cangrejo rayado,huevo duro,pan de molde|1.0|4.0|4.0
36111|Recetas de Aperitivos y tapas|Receta de wrap de salmón ahumado|3.5|baja|1.0|15m|Plato principal|https://www.recetasgratis.net/receta-de-wrap-de-salmon-ahumado-36111.html|3|5|2016-08-12|2 unidades de tortilla de harina integral,1 unidad de aguacate pequeño,3 cucharadas soperas de queso crema light,1 puñado de alcaparras,1 pizca de sal y pimienta,1 cucharada sopera de mostaza,1 trozo de salmón ahumado,2 hojas de lechuga|1.0|8.0|8.0
36021|Recetas de Aperitivos y tapas|Receta de canapés de fiestas|3.5|media|4.0|45m||https://www.recetasgratis.net/receta-de-canapes-de-fiestas-36021.html|11|5||½ taza de nata espesa,½ taza de mayonesa,1 sobre de sazonador italiano para ensaladas,1 taza de queso rallado,1 taza de pimiento rojo y verde picados|1.0|5.0|5.0
35816|Recetas de Aperitivos y tapas|Receta de preparacion gachasmigas yeclanas|3.7|alta||||https://www.recetasgratis.net/receta-de-preparacion-gachasmigas-yeclanas-35816.html|9|7||harina,aceite,sal,agua,ajos|1.0|5.0|5.0
35498|Recetas de Aperitivos y tapas|Receta de champiñones al ajillo con thermomix|3.3|baja|4.0|30m|Entrante|https://www.recetasgratis.net/receta-de-champinones-al-ajillo-con-thermomix-35498.html|1|3|2016-11-24|40 mililitros de aceite de oliva,500 gramos de champiñón fileteados,½ cebolla,4 dientes de ajo,1 pizca de sal,1 cucharadita de pimentón dulce,½ cucharadita de pimentón picante,1 chorro de vino blanco|1.0|8.0|8.0
35083|Recetas de Aperitivos y tapas|Receta de bombas de patata y queso|3.8|baja|10.0|45m|Entrante|https://www.recetasgratis.net/receta-de-bombas-de-papa-y-queso-35083.html|7|8|2018-12-04|2 kilogramos de patatas,1 pieza de sal,250 gramos de queso rallado,2 huevos,1 pizca de pimienta,pan rallado,aceitunas verdes (opcional),harina|1.0|8.0|8.0
35042|Recetas de Aperitivos y tapas|Receta de champiñones picantes|3.0|media||||https://www.recetasgratis.net/receta-de-champinones-picantes-35042.html|0|3||8 cucharadas aceite de oliva,2 dientes ajo bien picado,chile de árbol seco y picado finamente (al gusto),caldo de pollo|1.0|4.0|4.0
35017|Recetas de Aperitivos y tapas|Receta de rollitos para copetin|4.0|media||||https://www.recetasgratis.net/receta-de-rollitos-para-copetin-35017.html|0|4||pan de sanwich blanco o negro,mayonesa,anchoas,atún|1.0|4.0|4.0
34961|Recetas de Aperitivos y tapas|Receta de croquetas de pollo|3.6|media|2.0|45m||https://www.recetasgratis.net/receta-de-croquetas-de-pollo-34961.html|7|6||ajo,cebolla,aceite,carne de pollo,sal|1.0|5.0|5.0
34720|Recetas de Aperitivos y tapas|Receta de empanada de salmon ahumado|3.3|baja||||https://www.recetasgratis.net/receta-de-empanada-de-salmon-ahumado-34720.html|1|3||masa de hojaldre,250 g de salmón ahumado,150g de queso suave,2 cebollas dulces rojas,3 huevos cocidos|1.0|5.0|5.0
34591|Recetas de Aperitivos y tapas|Receta de croquetas de atún fritas|3.8|media|10.0|30m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-atun-fritas-34591.html|9|8||½ kilogramo de patatas,2 unidades de huevo,1 lata de atún,1 pizca de sal,1 pizca de pimienta,1 taza de pan rallado|1.0|6.0|6.0
